job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,gender,age,marital_status_maried(Y/N),number_of_dependences,Education_level,GPA,year_graduated,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Last_achievement_%,Achievement_above_100%_during3quartal,Best Performance
JG04,2.30867927612304,PG04,0.0,0.707106781186548,RM_type_A,2,1980,Y,1,level_3,2.85,2002,15,7,7,0,2,0,56.01,0.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,0.9591663046625442,RM_type_A,2,1989,Y,0,level_3,3.14,2013,3,3,4,0,3,0,17.6,0.0,1
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_C,2,1990,Y,0,level_3,2.79,2013,3,3,3,0,0,1,58.35,1.0,1
JG04,1.15325625946708,PG03,1.15325625946708,0.8660254037844392,RM_type_B,2,1990,Y,1,level_3,0.0,2011,3,3,2,0,3,0,59.95,1.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,1.0,RM_type_B,2,1990,N,0,level_3,3.27,2011,4,3,4,0,7,0,61.48,2.0,1
JG04,1.3856406460551,PG03,1.3856406460551,1.3527749258468702,RM_type_A,2,1986,N,0,level_3,3.12,2009,4,3,3,1,7,2,23.81,0.0,1
JG04,1.3856406460551,PG03,1.3856406460551,1.3527749258468702,RM_type_A,2,1985,Y,1,level_3,3.33,2010,4,3,3,0,5,0,55.07,0.0,1
JG04,1.5,PG03,1.5,1.84932420089069,RM_type_A,2,1989,Y,2,level_3,3.24,2011,5,2,3,1,10,7,48.38,0.0,1
JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,2,1989,Y,0,level_3,3.71,2011,3,2,3,0,0,0,19.75,0.0,1
JG04,1.3856406460551,PG03,1.3856406460551,1.4142135623731005,RM_type_A,2,1988,Y,1,level_3,3.03,2011,5,2,3,1,7,0,39.72,2.0,1
JG04,1.3228756555323,PG03,1.3228756555323,1.1180339887498998,RM_type_A,1,1988,N,0,level_3,2.82,2010,3,3,2,0,0,7,46.35,0.0,1
JG04,1.3228756555323,PG03,1.3228756555323,1.22474487139159,RM_type_C,1,1992,N,0,level_3,2.89,2013,3,3,4,0,11,0,47.6,0.0,1
JG04,1.29228479833201,PG03,1.29228479833201,1.0,RM_type_B,2,1992,N,0,level_3,3.65,2013,3,3,5,0,10,3,39.6,0.0,1
JG04,1.6583123951777,PG03,1.6583123951777,1.4142135623731005,RM_type_A,2,1984,Y,1,level_3,2.83,2008,7,3,4,4,2,9,48.82,0.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_B,1,1991,N,0,level_3,0.0,2017,3,2,2,2,3,0,13.33,0.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_A,2,1990,Y,1,level_3,3.25,2012,4,2,2,0,4,6,24.71,0.0,1
JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_B,2,1984,Y,2,level_3,0.0,2005,5,3,2,0,3,2,79.71,0.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_A,2,1994,Y,0,level_3,0.0,2015,3,2,3,0,5,2,13.21,0.0,1
JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_A,1,1993,N,0,level_3,3.56,2014,4,2,2,0,3,1,17.37,0.0,1
JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_B,2,1987,N,0,level_3,0.0,2009,5,3,2,0,3,0,53.82,0.0,1
JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_B,1,1988,Y,0,level_3,0.0,2010,5,4,2,0,2,0,50.63,0.0,1
JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_B,2,1991,Y,1,level_3,3.59,2013,3,2,2,0,3,0,44.91,0.0,1
JG04,1.29228479833201,PG03,1.29228479833201,0.0,RM_type_A,2,1991,N,0,level_3,3.1,2012,3,4,3,0,6,0,42.21,0.0,1
JG04,1.3856406460551,PG03,1.3856406460551,0.91104335791443,RM_type_A,2,1983,Y,0,level_3,3.12,2006,5,5,4,1,3,2,14.73,0.0,1
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1984,Y,2,level_3,3.14,2006,5,6,4,0,5,0,44.97,0.0,1
JG04,1.47309198626562,PG03,1.47309198626562,1.22474487139159,RM_type_A,2,1986,Y,1,level_3,3.16,2008,6,5,4,3,3,0,44.79,0.0,1
JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_A,2,1984,Y,0,level_3,3.25,2006,7,6,4,0,3,0,55.37,0.0,1
JG04,1.3856406460551,PG03,1.3856406460551,1.4142135623731005,RM_type_A,1,1989,Y,1,level_3,2.73,2009,6,2,5,2,1,3,33.91,1.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,0.707106781186548,RM_type_A,2,1986,Y,1,level_3,3.09,2009,6,4,3,1,2,0,57.3,0.0,1
JG04,1.3228756555323,PG03,1.3228756555323,1.4142135623731005,RM_type_A,1,1991,Y,0,level_3,3.5,2011,6,3,4,8,3,0,67.09,2.0,1
JG04,1.1916375287813,PG03,1.1916375287813,1.3856406460551,RM_type_A,2,1989,Y,0,level_3,2.76,2011,2,1,2,1,8,0,13.06,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_A,2,1984,Y,2,level_3,2.78,2007,7,7,3,6,0,0,13.31,0.0,1
JG04,1.29228479833201,PG03,1.29228479833201,1.22474487139159,RM_type_B,1,1992,Y,0,level_3,3.09,2013,3,2,2,0,5,0,46.58,0.0,1
JG04,1.4142135623731005,PG03,1.4142135623731005,1.5,RM_type_A,1,1986,Y,1,level_3,3.09,2008,7,4,4,0,4,1,42.58,0.0,1
JG04,1.4142135623731005,PG03,1.4142135623731005,1.3228756555323,RM_type_A,2,1986,Y,1,level_3,2.97,2009,6,4,3,0,14,0,41.21,0.0,1
JG03,1.0,PG02,1.0,0.0,RM_type_A,2,1987,Y,2,level_3,3.26,2008,3,3,3,0,4,0,49.57,0.0,1
JG04,1.29228479833201,PG03,1.29228479833201,1.22474487139159,RM_type_B,2,1988,Y,1,level_3,0.0,2010,2,2,2,0,0,13,13.24,0.0,1
JG04,1.15325625946708,PG03,1.15325625946708,1.52643375224737,RM_type_B,2,1989,Y,0,level_3,3.15,2013,2,1,2,0,3,1,14.81,0.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,1.1916375287813,RM_type_B,2,1989,Y,1,level_3,3.3,2010,2,2,2,0,4,1,53.81,0.0,1
JG04,1.6583123951777,PG03,1.6583123951777,0.707106781186548,RM_type_A,1,1987,N,0,level_3,3.25,2008,7,7,5,0,2,1,71.83,0.0,1
JG05,2.82842712474619,PG06,2.34520787991171,1.58113883008419,RM_type_A,2,1971,Y,2,level_3,2.98,1996,22,13,5,0,5,6,53.76,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,2,1990,Y,1,level_3,3.31,2011,5,3,5,1,6,4,72.12,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,1.0816653826392,RM_type_A,1,1987,Y,2,level_3,3.33,2008,5,2,3,0,3,1,101.42,3.0,1
JG04,1.58113883008419,PG03,1.58113883008419,1.5556349186104,RM_type_A,1,1988,Y,0,level_3,3.12,2010,6,3,4,0,7,2,51.68,0.0,1
JG04,1.0816653826392,PG03,1.0816653826392,1.22474487139159,RM_type_A,1,1989,Y,1,level_3,3.52,2012,5,2,3,0,1,0,107.96,3.0,1
JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_A,2,1984,Y,1,level_3,2.77,2009,6,5,5,3,2,2,79.56,1.0,1
JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_B,2,1986,Y,2,level_3,0.0,2014,2,2,2,0,3,0,77.77,0.0,1
JG04,1.3228756555323,PG03,1.3228756555323,1.58113883008419,RM_type_A,2,1986,Y,2,level_3,2.98,2012,4,3,3,0,5,0,104.81,2.0,1
JG05,2.82842712474619,PG06,1.22474487139159,0.0,RM_type_A,2,1971,Y,0,level_3,2.85,1994,22,14,6,0,3,2,73.64,0.0,1
JG04,2.8425340807103803,PG04,2.12132034355964,0.707106781186548,RM_type_A,1,1981,Y,2,level_3,3.26,2003,15,5,8,11,3,3,91.58,1.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,1.22474487139159,RM_type_A,2,1985,Y,1,level_3,2.69,2010,6,4,3,9,7,2,73.62,0.0,1
JG04,1.29228479833201,PG03,1.29228479833201,0.648074069840786,RM_type_B,2,1982,Y,1,level_3,2.9,2007,6,5,4,1,3,0,58.92,0.0,1
JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,2,1989,Y,1,level_3,0.0,2010,6,4,3,0,2,1,60.96,0.0,1
JG04,1.2569805089976498,PG03,1.2569805089976498,1.15325625946708,RM_type_A,2,1986,Y,1,level_3,2.96,2008,4,3,2,0,1,8,94.17,3.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,2,1988,N,0,level_3,3.15,2011,5,3,4,0,1,0,83.15,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,2,1989,Y,0,level_3,3.06,2010,6,3,2,0,2,0,101.85,3.0,1
JG05,1.4422205101856005,PG06,0.0,0.707106781186548,RM_type_A,2,1974,Y,2,level_3,2.86,1995,22,10,8,2,5,2,73.98,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_B,1,1991,Y,1,level_3,0.0,2012,4,3,3,0,3,2,69.45,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,2,1987,Y,1,level_3,0.0,2013,3,2,3,3,6,0,77.15,0.0,1
JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_A,2,1988,Y,1,level_3,2.81,2009,6,5,2,5,4,0,56.82,0.0,1
JG04,1.5556349186104,PG03,1.5556349186104,1.5556349186104,RM_type_A,2,1987,Y,1,level_3,3.58,2008,7,5,3,5,0,0,68.58,0.0,1
JG04,1.3228756555323,PG03,1.3228756555323,1.22474487139159,RM_type_A,1,1988,Y,2,level_3,2.62,2009,6,4,5,0,6,3,70.89,0.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,1.58113883008419,RM_type_B,1,1991,Y,1,level_3,2.79,2012,3,1,2,0,5,0,74.94,0.0,1
JG04,1.6822603841260702,PG03,1.6822603841260702,1.22474487139159,RM_type_A,1,1988,Y,2,level_3,3.23,2009,6,3,4,6,4,2,101.31,3.0,1
JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_B,2,1989,Y,1,level_3,2.93,2013,2,2,2,0,6,0,63.24,0.0,1
JG04,1.58113883008419,PG03,1.58113883008419,1.22474487139159,RM_type_A,1,1986,Y,2,level_3,3.54,2007,7,3,2,2,0,0,102.63,3.0,1
JG04,1.6062378404209,PG03,1.6062378404209,1.22474487139159,RM_type_A,2,1986,Y,1,level_3,3.15,2008,6,3,4,3,2,0,94.55,2.0,1
JG04,1.3856406460551,PG03,1.3856406460551,1.15325625946708,RM_type_B,2,1988,Y,1,level_3,0.0,2009,6,3,2,0,4,0,113.41,3.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,0.8660254037844392,RM_type_A,2,1987,Y,1,level_3,0.0,2009,3,2,4,3,7,0,78.86,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,0.412310562561766,RM_type_A,2,1990,Y,1,level_3,2.91,2011,3,2,2,0,3,0,91.69,2.0,1
JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_B,2,1987,Y,3,level_3,0.0,2010,3,3,2,3,0,1,51.1,0.0,1
JG04,1.15325625946708,PG03,1.15325625946708,1.22474487139159,RM_type_A,2,1989,N,0,level_3,3.27,2010,5,4,4,0,5,0,77.37,0.0,1
JG04,1.58113883008419,PG03,1.58113883008419,0.707106781186548,RM_type_C,2,1989,N,0,level_3,3.01,2011,5,3,5,1,0,0,64.39,0.0,1
JG04,1.0816653826392,PG03,1.0816653826392,1.22474487139159,RM_type_A,2,1989,Y,1,level_3,3.32,2012,3,2,4,0,4,0,61.64,0.0,1
JG04,1.6583123951777,PG03,1.6583123951777,0.5,RM_type_A,2,1985,Y,2,level_3,2.91,2007,6,4,4,0,3,0,108.21,3.0,1
JG04,1.6062378404209,PG03,1.6062378404209,0.8185352771872451,RM_type_A,2,1980,Y,3,level_3,0.0,2001,15,10,10,3,6,4,108.02,3.0,1
JG04,1.6583123951777,PG03,1.6583123951777,0.707106781186548,RM_type_A,1,1991,Y,1,level_3,0.0,2012,5,3,2,0,1,0,94.04,2.0,1
JG04,1.58113883008419,PG03,1.58113883008419,1.22474487139159,RM_type_B,2,1982,Y,0,level_3,0.0,2005,6,4,4,0,3,0,71.6,0.0,1
JG05,2.82842712474619,PG06,2.82842712474619,0.707106781186548,RM_type_A,2,1964,Y,3,level_3,3.0,1986,31,10,6,7,0,0,79.19,0.0,1
JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_B,1,1988,Y,2,level_3,3.2,2009,4,3,3,0,9,0,55.7,0.0,1
JG04,1.22474487139159,PG03,1.22474487139159,1.6062378404209,RM_type_A,2,1986,Y,2,level_3,3.7,2008,7,3,4,1,0,2,81.37,0.0,1
JG04,1.22474487139159,PG03,1.22474487139159,1.1916375287813,RM_type_A,2,1989,Y,0,level_3,3.52,2010,5,3,4,0,0,0,83.67,0.0,1
JG04,1.58113883008419,PG03,1.58113883008419,1.22474487139159,RM_type_C,2,1990,Y,1,level_3,2.87,2011,6,3,3,0,5,0,127.73,3.0,1
JG04,1.3856406460551,PG03,1.3856406460551,1.8708286933869696,RM_type_A,2,1990,Y,0,level_3,3.2,2011,5,3,2,0,9,0,82.86,0.0,1
JG04,1.29228479833201,PG03,1.29228479833201,1.6062378404209,RM_type_B,2,1986,Y,0,level_3,2.78,2008,3,1,2,0,4,0,74.34,0.0,1
JG04,1.1916375287813,PG03,1.1916375287813,1.6062378404209,RM_type_B,1,1988,Y,1,level_3,3.05,2010,3,1,2,0,5,2,68.48,0.0,1
JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_A,2,1987,Y,2,level_3,3.02,2010,4,2,3,6,8,11,84.34,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,0.648074069840786,RM_type_B,2,1988,Y,2,level_3,3.07,2009,3,2,2,2,5,0,77.39,0.0,1
JG04,1.4142135623731005,PG03,1.4142135623731005,0.412310562561766,RM_type_A,2,1988,Y,1,level_3,2.93,2011,5,2,2,2,8,0,63.52,0.0,1
JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1983,Y,0,level_3,2.93,2008,7,3,2,5,0,1,67.04,0.0,1
JG04,1.15325625946708,PG03,1.15325625946708,0.707106781186548,RM_type_A,2,1990,Y,0,level_3,0.0,2012,3,2,2,0,2,0,51.03,0.0,1
JG04,1.1916375287813,PG03,1.1916375287813,1.1180339887498998,RM_type_A,1,1988,Y,0,level_3,3.32,2009,5,3,2,7,2,1,77.77,0.0,1
JG05,2.12132034355964,PG06,2.12132034355964,1.1180339887498998,RM_type_A,1,1964,Y,2,level_3,0.0,2004,31,9,8,0,1,0,109.07,3.0,1
JG04,1.3856406460551,PG03,1.3856406460551,1.1180339887498998,RM_type_A,2,1992,Y,0,level_3,2.96,2013,4,2,3,0,0,0,102.77,3.0,1
JG04,1.2569805089976498,PG03,1.2569805089976498,0.9591663046625442,RM_type_B,2,1992,Y,1,level_3,0.0,2014,2,2,2,0,3,7,68.06,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_B,2,1991,Y,0,level_3,3.17,2012,5,3,2,1,8,0,81.7,0.0,1
JG04,1.29228479833201,PG03,1.29228479833201,0.707106781186548,RM_type_B,1,1989,Y,0,level_3,3.21,2009,2,4,3,1,1,0,79.88,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,1,1989,Y,2,level_3,3.62,2010,5,3,5,0,5,0,75.53,0.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,0.9591663046625442,RM_type_A,2,1986,Y,0,level_3,3.04,2011,5,2,2,0,5,8,72.49,0.0,1
JG04,1.1916375287813,PG03,1.1916375287813,1.22474487139159,RM_type_B,1,1987,Y,1,level_3,3.37,2008,6,4,2,2,3,0,36.37,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,1.3856406460551,RM_type_A,2,1989,Y,1,level_3,3.14,2010,5,2,3,0,1,0,56.29,0.0,1
JG04,1.29228479833201,PG03,1.29228479833201,1.0,RM_type_A,2,1988,Y,2,level_3,3.64,2007,5,3,3,1,8,0,90.91,2.0,1
JG04,1.3228756555323,PG03,1.3228756555323,1.22474487139159,RM_type_A,1,1986,Y,2,level_3,3.15,2008,5,3,4,0,2,1,81.43,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_A,2,1986,Y,1,level_3,0.0,2008,5,3,5,0,1,0,103.1,3.0,1
JG04,0.707106781186548,PG03,0.707106781186548,1.1916375287813,RM_type_A,2,1988,Y,2,level_3,3.19,2011,4,3,2,0,1,0,34.37,0.0,1
JG04,1.2569805089976498,PG03,1.2569805089976498,0.8660254037844392,RM_type_A,1,1986,Y,1,level_3,3.22,2007,6,5,4,0,5,4,94.95,3.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,1.1916375287813,RM_type_B,1,1990,Y,0,level_3,3.21,2010,4,2,2,0,6,1,71.53,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_B,1,1986,Y,0,level_3,3.28,2008,6,4,3,0,12,0,70.1,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_B,1,1984,Y,1,level_3,3.11,2006,5,3,2,0,3,3,68.55,0.0,1
JG04,0.574456264653803,PG03,0.574456264653803,1.22474487139159,RM_type_A,2,1982,Y,2,level_3,3.1,2012,6,3,2,1,3,0,80.42,0.0,1
JG04,1.22474487139159,PG03,1.22474487139159,1.22474487139159,RM_type_B,2,1985,Y,1,level_3,2.64,2009,6,3,2,0,1,0,82.5,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,1,1988,Y,3,level_3,2.95,2010,4,2,3,0,3,0,46.73,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_B,2,1985,Y,1,level_3,3.15,2009,6,3,2,0,5,0,60.66,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_B,1,1985,N,0,level_3,3.03,2007,4,3,2,0,2,5,61.74,0.0,1
JG04,1.15325625946708,PG03,1.15325625946708,1.22474487139159,RM_type_B,2,1990,Y,1,level_3,2.97,2011,4,2,2,0,0,0,77.91,0.0,1
JG04,1.3527749258468702,PG03,1.3527749258468702,1.22474487139159,RM_type_A,2,1980,Y,2,level_3,2.68,2009,6,4,4,0,6,3,51.66,0.0,1
JG04,1.3228756555323,PG03,1.3228756555323,0.0,RM_type_A,1,1989,Y,0,level_3,3.25,2010,6,2,4,0,0,0,82.94,1.0,1
JG04,1.15325625946708,PG03,1.15325625946708,1.3228756555323,RM_type_B,1,1986,N,0,level_3,3.64,2007,6,2,2,0,5,0,46.46,0.0,1
JG04,1.5,PG03,1.5,1.47309198626562,RM_type_A,2,1985,Y,2,level_3,3.12,2007,7,2,4,0,5,0,66.27,1.0,1
JG04,1.29228479833201,PG03,1.29228479833201,1.1180339887498998,RM_type_B,2,1986,Y,1,level_3,3.17,2010,5,3,4,4,7,3,78.93,1.0,1
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_A,1,1984,Y,1,level_3,3.08,2007,6,3,3,0,0,0,58.42,0.0,1
JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_C,1,1989,Y,0,level_3,2.82,2010,6,3,5,0,1,0,80.12,0.0,1
JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_A,1,1989,Y,0,level_3,3.46,2010,5,2,4,0,4,20,53.44,0.0,1
JG04,1.1180339887498998,PG03,1.1180339887498998,0.412310562561766,RM_type_B,2,1986,Y,1,level_3,2.71,2007,6,4,3,0,5,0,72.73,0.0,1
JG04,1.29228479833201,PG03,1.29228479833201,1.22474487139159,RM_type_B,2,1989,Y,0,level_3,3.06,2012,3,2,2,0,3,0,52.31,0.0,1
JG04,1.0816653826392,PG03,1.0816653826392,0.707106781186548,RM_type_B,2,1991,Y,0,level_3,3.2,2013,3,2,2,0,7,2,65.72,0.0,1
JG04,1.58113883008419,PG03,1.58113883008419,1.15325625946708,RM_type_A,2,1986,Y,1,level_3,3.53,2007,6,3,4,0,8,0,109.48,3.0,1
JG04,1.1916375287813,PG03,1.1916375287813,1.22474487139159,RM_type_A,2,1983,N,0,level_3,0.0,2008,6,4,3,0,1,0,88.81,1.0,1
JG04,1.29228479833201,PG03,1.29228479833201,1.22474487139159,RM_type_B,2,1988,N,0,level_3,3.38,2011,3,3,2,5,7,0,102.68,2.0,1
JG04,1.29228479833201,PG03,1.29228479833201,0.707106781186548,RM_type_A,1,1985,Y,1,level_3,0.0,2008,6,3,4,0,2,0,30.1,0.0,1
JG04,1.29228479833201,PG03,1.29228479833201,0.707106781186548,RM_type_B,1,1986,Y,2,level_3,0.0,2004,4,3,2,0,5,0,56.96,0.0,1
