job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,gender,age,marital_status_maried(Y/N),number_of_dependences,Education_level,GPA,year_graduated,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Last_achievement_%,Achievement_above_100%_during3quartal,Best Performance
4,1.5,3,1.5,1.84932420089069,1,2,32,1,2.0,3,3.24,10,5.0,2.0,3.0,1.0,,,48.38,0.0,1
4,1.2569805089976498,3,1.2569805089976498,0.707106781186548,1,2,32,1,0.0,3,3.71,10,3.0,2.0,3.0,0.0,0.0,0.0,19.75,0.0,1
4,1.3856406460551,3,1.3856406460551,1.4142135623731005,1,2,33,1,1.0,3,3.03,10,5.0,2.0,3.0,1.0,7.0,0.0,39.72,2.0,1
4,1.3228756555323,3,1.3228756555323,1.1180339887498998,1,1,33,0,0.0,3,2.82,11,3.0,3.0,2.0,0.0,0.0,,46.35,0.0,1
4,1.3228756555323,3,1.3228756555323,1.22474487139159,3,1,29,0,0.0,3,2.89,8,3.0,3.0,4.0,0.0,,0.0,47.6,0.0,1
4,1.29228479833201,3,1.29228479833201,1.0,2,2,29,0,0.0,3,3.65,8,3.0,3.0,5.0,0.0,,,39.6,0.0,1
4,,3,,1.4142135623731005,1,2,37,1,1.0,3,2.83,13,7.0,3.0,4.0,,2.0,,48.82,0.0,1
4,1.1180339887498998,3,1.1180339887498998,1.22474487139159,2,1,30,0,0.0,3,,4,3.0,2.0,2.0,2.0,3.0,0.0,13.33,0.0,1
4,1.1180339887498998,3,1.1180339887498998,1.22474487139159,1,2,31,1,1.0,3,3.25,9,4.0,2.0,2.0,0.0,4.0,,24.71,0.0,1
4,1.1916375287813001,3,1.1916375287813001,0.707106781186548,2,2,37,1,2.0,3,,16,5.0,3.0,2.0,0.0,3.0,2.0,79.71,0.0,1
4,1.1180339887498998,3,1.1180339887498998,1.22474487139159,1,2,27,1,0.0,3,,6,3.0,2.0,3.0,0.0,5.0,2.0,13.21,0.0,1
4,1.3856406460551,3,1.3856406460551,1.22474487139159,1,1,28,0,0.0,3,3.56,7,4.0,2.0,2.0,0.0,3.0,1.0,17.37,0.0,1
4,1.22474487139159,3,1.22474487139159,0.707106781186548,2,2,34,0,0.0,3,,12,5.0,3.0,2.0,0.0,3.0,0.0,53.82,0.0,1
4,1.22474487139159,3,1.22474487139159,0.707106781186548,2,1,33,1,0.0,3,,11,5.0,4.0,2.0,0.0,2.0,0.0,50.63,0.0,1
4,1.3856406460551,3,1.3856406460551,1.22474487139159,2,2,30,1,1.0,3,3.59,8,3.0,2.0,2.0,0.0,3.0,0.0,44.91,0.0,1
4,1.29228479833201,3,1.29228479833201,0.0,1,2,30,0,0.0,3,3.1,9,3.0,4.0,3.0,0.0,6.0,0.0,42.21,0.0,1
4,1.3856406460551,3,1.3856406460551,0.91104335791443,1,2,38,1,0.0,3,3.12,15,5.0,5.0,4.0,1.0,3.0,2.0,14.73,0.0,1
4,1.3856406460551,3,1.3856406460551,0.707106781186548,1,2,37,1,2.0,3,3.14,15,5.0,6.0,4.0,0.0,5.0,0.0,44.97,0.0,1
4,1.47309198626562,3,1.47309198626562,1.22474487139159,1,2,35,1,1.0,3,3.16,13,6.0,5.0,4.0,,3.0,0.0,44.79,0.0,1
4,1.3228756555323,3,1.3228756555323,0.707106781186548,1,2,37,1,0.0,3,3.25,15,7.0,6.0,4.0,0.0,3.0,0.0,55.37,0.0,1
4,1.3856406460551,3,1.3856406460551,1.4142135623731005,1,1,32,1,1.0,3,2.73,12,6.0,2.0,5.0,2.0,1.0,,33.91,1.0,1
4,1.1180339887498998,3,1.1180339887498998,0.707106781186548,1,2,35,1,1.0,3,3.09,12,6.0,4.0,3.0,1.0,2.0,0.0,57.3,0.0,1
4,1.3228756555323,3,1.3228756555323,1.4142135623731005,1,1,30,1,0.0,3,3.5,10,6.0,3.0,4.0,,3.0,0.0,67.09,2.0,1
4,1.1916375287813001,3,1.1916375287813001,1.3856406460551,1,2,32,1,0.0,3,2.76,10,2.0,1.0,2.0,1.0,8.0,0.0,13.06,0.0,1
4,1.3527749258468702,3,1.3527749258468702,0.707106781186548,1,2,37,1,2.0,3,2.78,14,7.0,7.0,3.0,,0.0,0.0,13.31,0.0,1
4,1.29228479833201,3,1.29228479833201,1.22474487139159,2,1,29,1,0.0,3,3.09,8,3.0,2.0,2.0,0.0,5.0,0.0,46.58,0.0,1
4,1.4142135623731005,3,1.4142135623731005,1.5,1,1,35,1,1.0,3,3.09,13,7.0,4.0,4.0,0.0,4.0,1.0,42.58,0.0,1
4,1.4142135623731005,3,1.4142135623731005,1.3228756555323,1,2,35,1,1.0,3,2.97,12,6.0,4.0,3.0,0.0,,0.0,41.21,0.0,1
3,1.0,2,1.0,0.0,1,2,34,1,2.0,3,3.26,13,3.0,3.0,3.0,0.0,4.0,0.0,49.57,0.0,1
4,1.29228479833201,3,1.29228479833201,1.22474487139159,2,2,33,1,1.0,3,,11,2.0,2.0,2.0,0.0,0.0,,13.24,0.0,1
4,1.15325625946708,3,1.15325625946708,1.52643375224737,2,2,32,1,0.0,3,3.15,8,2.0,1.0,2.0,0.0,3.0,1.0,14.81,0.0,1
4,1.1180339887498998,3,1.1180339887498998,1.1916375287813001,2,2,32,1,1.0,3,3.3,11,2.0,2.0,2.0,0.0,4.0,1.0,53.81,0.0,1
4,,3,,0.707106781186548,1,1,34,0,0.0,3,3.25,13,7.0,7.0,5.0,0.0,2.0,1.0,71.83,0.0,1
5,,6,,1.58113883008419,1,2,50,1,2.0,3,2.98,25,,,5.0,0.0,5.0,,53.76,0.0,1
4,1.3527749258468702,3,1.3527749258468702,1.22474487139159,1,2,31,1,1.0,3,3.31,10,5.0,3.0,5.0,1.0,6.0,,72.12,0.0,1
4,1.3527749258468702,3,1.3527749258468702,1.0816653826392,1,1,34,1,2.0,3,3.33,13,5.0,2.0,3.0,0.0,3.0,1.0,101.42,,1
4,1.58113883008419,3,1.58113883008419,1.5556349186104,1,1,33,1,0.0,3,3.12,11,6.0,3.0,4.0,0.0,7.0,2.0,51.68,0.0,1
4,1.0816653826392,3,1.0816653826392,1.22474487139159,1,1,32,1,1.0,3,3.52,9,5.0,2.0,3.0,0.0,1.0,0.0,107.96,,1
4,1.1916375287813001,3,1.1916375287813001,0.707106781186548,1,2,37,1,1.0,3,2.77,12,6.0,5.0,5.0,,2.0,2.0,79.56,1.0,1
4,1.22474487139159,3,1.22474487139159,0.707106781186548,2,2,35,1,2.0,3,,7,2.0,2.0,2.0,0.0,3.0,0.0,77.77,0.0,1
4,1.3228756555323,3,1.3228756555323,1.58113883008419,1,2,35,1,2.0,3,2.98,9,4.0,3.0,3.0,0.0,5.0,0.0,104.81,2.0,1
5,,6,1.22474487139159,0.0,1,2,50,1,0.0,3,2.85,27,,,6.0,0.0,3.0,2.0,73.64,0.0,1
4,,4,,0.707106781186548,1,1,40,1,2.0,3,3.26,18,,5.0,,,3.0,,91.58,1.0,1
4,1.1180339887498998,3,1.1180339887498998,1.22474487139159,1,2,36,1,1.0,3,2.69,11,6.0,4.0,3.0,,7.0,2.0,73.62,0.0,1
4,1.29228479833201,3,1.29228479833201,0.648074069840786,2,2,39,1,1.0,3,2.9,14,6.0,5.0,4.0,1.0,3.0,0.0,58.92,0.0,1
4,1.2569805089976498,3,1.2569805089976498,0.707106781186548,1,2,32,1,1.0,3,,11,6.0,4.0,3.0,0.0,2.0,1.0,60.96,0.0,1
4,1.2569805089976498,3,1.2569805089976498,1.15325625946708,1,2,35,1,1.0,3,2.96,13,4.0,3.0,2.0,0.0,1.0,,94.17,,1
4,1.3527749258468702,3,1.3527749258468702,1.22474487139159,1,2,33,0,0.0,3,3.15,10,5.0,3.0,4.0,0.0,1.0,0.0,83.15,0.0,1
4,1.3527749258468702,3,1.3527749258468702,1.22474487139159,1,2,32,1,0.0,3,3.06,11,6.0,3.0,2.0,0.0,2.0,0.0,101.85,,1
5,1.4422205101856005,6,,0.707106781186548,1,2,47,1,2.0,3,2.86,26,,,,2.0,5.0,2.0,73.98,0.0,1
4,1.3527749258468702,3,1.3527749258468702,0.707106781186548,2,1,30,1,1.0,3,,9,4.0,3.0,3.0,0.0,3.0,2.0,69.45,0.0,1
4,1.3527749258468702,3,1.3527749258468702,1.22474487139159,1,2,34,1,1.0,3,,8,3.0,2.0,3.0,,6.0,0.0,77.15,0.0,1
4,1.1916375287813001,3,1.1916375287813001,0.707106781186548,1,2,33,1,1.0,3,2.81,12,6.0,5.0,2.0,,4.0,0.0,56.82,0.0,1
4,1.5556349186104,3,1.5556349186104,1.5556349186104,1,2,34,1,1.0,3,3.58,13,7.0,5.0,3.0,,0.0,0.0,68.58,0.0,1
4,1.3228756555323,3,1.3228756555323,1.22474487139159,1,1,33,1,2.0,3,2.62,12,6.0,4.0,5.0,0.0,6.0,,70.89,0.0,1
4,1.1180339887498998,3,1.1180339887498998,1.58113883008419,2,1,30,1,1.0,3,2.79,9,3.0,1.0,2.0,0.0,5.0,0.0,74.94,0.0,1
4,,3,,1.22474487139159,1,1,33,1,2.0,3,3.23,12,6.0,3.0,4.0,,4.0,2.0,101.31,,1
4,1.22474487139159,3,1.22474487139159,0.707106781186548,2,2,32,1,1.0,3,2.93,8,2.0,2.0,2.0,0.0,6.0,0.0,63.24,0.0,1
4,1.58113883008419,3,1.58113883008419,1.22474487139159,1,1,35,1,2.0,3,3.54,14,7.0,3.0,2.0,2.0,0.0,0.0,102.63,,1
4,1.6062378404209,3,1.6062378404209,1.22474487139159,1,2,35,1,1.0,3,3.15,13,6.0,3.0,4.0,,2.0,0.0,94.55,2.0,1
4,1.3856406460551,3,1.3856406460551,1.15325625946708,2,2,33,1,1.0,3,,12,6.0,3.0,2.0,0.0,4.0,0.0,113.41,,1
4,1.3527749258468702,3,1.3527749258468702,0.8660254037844392,1,2,34,1,1.0,3,,12,3.0,2.0,4.0,,7.0,0.0,78.86,0.0,1
4,1.3527749258468702,3,1.3527749258468702,0.41231056256176596,1,2,31,1,1.0,3,2.91,10,3.0,2.0,2.0,0.0,3.0,0.0,91.69,2.0,1
4,1.3228756555323,3,1.3228756555323,0.707106781186548,2,2,34,1,3.0,3,,11,3.0,3.0,2.0,,0.0,1.0,51.1,0.0,1
4,1.15325625946708,3,1.15325625946708,1.22474487139159,1,2,32,0,0.0,3,3.27,11,5.0,4.0,4.0,0.0,5.0,0.0,77.37,0.0,1
4,1.58113883008419,3,1.58113883008419,0.707106781186548,3,2,32,0,0.0,3,3.01,10,5.0,3.0,5.0,1.0,0.0,0.0,64.39,0.0,1
4,1.0816653826392,3,1.0816653826392,1.22474487139159,1,2,32,1,1.0,3,3.32,9,3.0,2.0,4.0,0.0,4.0,0.0,61.64,0.0,1
4,,3,,0.5,1,2,36,1,2.0,3,2.91,14,6.0,4.0,4.0,0.0,3.0,0.0,108.21,,1
4,1.6062378404209,3,1.6062378404209,0.8185352771872451,1,2,41,1,3.0,3,,20,,,,,6.0,,108.02,,1
4,,3,,0.707106781186548,1,1,30,1,1.0,3,,9,5.0,3.0,2.0,0.0,1.0,0.0,94.04,2.0,1
4,1.58113883008419,3,1.58113883008419,1.22474487139159,2,2,39,1,0.0,3,,16,6.0,4.0,4.0,0.0,3.0,0.0,71.6,0.0,1
5,,6,,0.707106781186548,1,2,57,1,3.0,3,3.0,35,,,6.0,,0.0,0.0,79.19,0.0,1
4,1.22474487139159,3,1.22474487139159,0.707106781186548,2,1,33,1,2.0,3,3.2,12,4.0,3.0,3.0,0.0,9.0,0.0,55.7,0.0,1
4,1.22474487139159,3,1.22474487139159,1.6062378404209,1,2,35,1,2.0,3,3.7,13,7.0,3.0,4.0,1.0,0.0,2.0,81.37,0.0,1
4,1.22474487139159,3,1.22474487139159,1.1916375287813001,1,2,32,1,0.0,3,3.52,11,5.0,3.0,4.0,0.0,0.0,0.0,83.67,0.0,1
4,1.58113883008419,3,1.58113883008419,1.22474487139159,3,2,31,1,1.0,3,2.87,10,6.0,3.0,3.0,0.0,5.0,0.0,127.73,,1
4,1.3856406460551,3,1.3856406460551,1.8708286933869696,1,2,31,1,0.0,3,3.2,10,5.0,3.0,2.0,0.0,9.0,0.0,82.86,0.0,1
4,1.29228479833201,3,1.29228479833201,1.6062378404209,2,2,35,1,0.0,3,2.78,13,3.0,1.0,2.0,0.0,4.0,0.0,74.34,0.0,1
4,1.1916375287813001,3,1.1916375287813001,1.6062378404209,2,1,33,1,1.0,3,3.05,11,3.0,1.0,2.0,0.0,5.0,2.0,68.48,0.0,1
4,1.3856406460551,3,1.3856406460551,1.22474487139159,1,2,34,1,2.0,3,3.02,11,4.0,2.0,3.0,,8.0,,84.34,0.0,1
4,1.3527749258468702,3,1.3527749258468702,0.648074069840786,2,2,33,1,2.0,3,3.07,12,3.0,2.0,2.0,2.0,5.0,0.0,77.39,0.0,1
4,1.4142135623731005,3,1.4142135623731005,0.41231056256176596,1,2,33,1,1.0,3,2.93,10,5.0,2.0,2.0,2.0,8.0,0.0,63.52,0.0,1
4,1.3856406460551,3,1.3856406460551,0.707106781186548,1,2,38,1,0.0,3,2.93,13,7.0,3.0,2.0,,0.0,1.0,67.04,0.0,1
4,1.15325625946708,3,1.15325625946708,0.707106781186548,1,2,31,1,0.0,3,,9,3.0,2.0,2.0,0.0,2.0,0.0,51.03,0.0,1
4,1.1916375287813001,3,1.1916375287813001,1.1180339887498998,1,1,33,1,0.0,3,3.32,12,5.0,3.0,2.0,,2.0,1.0,77.77,0.0,1
5,,6,,1.1180339887498998,1,1,57,1,2.0,3,,17,,,,0.0,1.0,0.0,109.07,,1
4,1.3856406460551,3,1.3856406460551,1.1180339887498998,1,2,29,1,0.0,3,2.96,8,4.0,2.0,3.0,0.0,0.0,0.0,102.77,,1
4,1.2569805089976498,3,1.2569805089976498,0.9591663046625442,2,2,29,1,1.0,3,,7,2.0,2.0,2.0,0.0,3.0,,68.06,0.0,1
4,1.3527749258468702,3,1.3527749258468702,1.22474487139159,2,2,30,1,0.0,3,3.17,9,5.0,3.0,2.0,1.0,8.0,0.0,81.7,0.0,1
4,1.29228479833201,3,1.29228479833201,0.707106781186548,2,1,32,1,0.0,3,3.21,12,2.0,4.0,3.0,1.0,1.0,0.0,79.88,0.0,1
4,1.3527749258468702,3,1.3527749258468702,1.22474487139159,1,1,32,1,2.0,3,3.62,11,5.0,3.0,5.0,0.0,5.0,0.0,75.53,0.0,1
4,1.1180339887498998,3,1.1180339887498998,0.9591663046625442,1,2,35,1,0.0,3,3.04,10,5.0,2.0,2.0,0.0,5.0,,72.49,0.0,1
4,1.1916375287813001,3,1.1916375287813001,1.22474487139159,2,1,34,1,1.0,3,3.37,13,6.0,4.0,2.0,2.0,3.0,0.0,36.37,0.0,1
4,1.3527749258468702,3,1.3527749258468702,1.3856406460551,1,2,32,1,1.0,3,3.14,11,5.0,2.0,3.0,0.0,1.0,0.0,56.29,0.0,1
4,1.29228479833201,3,1.29228479833201,1.0,1,2,33,1,2.0,3,3.64,14,5.0,3.0,3.0,1.0,8.0,0.0,90.91,2.0,1
4,1.3228756555323,3,1.3228756555323,1.22474487139159,1,1,35,1,2.0,3,3.15,13,5.0,3.0,4.0,0.0,2.0,1.0,81.43,0.0,1
4,1.3527749258468702,3,1.3527749258468702,0.707106781186548,1,2,35,1,1.0,3,,13,5.0,3.0,5.0,0.0,1.0,0.0,103.1,,1
4,,3,,1.1916375287813001,1,2,33,1,2.0,3,3.19,10,4.0,3.0,2.0,0.0,1.0,0.0,34.37,0.0,1
4,1.2569805089976498,3,1.2569805089976498,0.8660254037844392,1,1,35,1,1.0,3,3.22,14,6.0,5.0,4.0,0.0,5.0,,94.95,,1
4,1.3527749258468702,3,1.3527749258468702,1.1916375287813001,2,1,31,1,0.0,3,3.21,11,4.0,2.0,2.0,0.0,6.0,1.0,71.53,0.0,1
4,1.3527749258468702,3,1.3527749258468702,0.707106781186548,2,1,35,1,0.0,3,3.28,13,6.0,4.0,3.0,0.0,,0.0,70.1,0.0,1
4,1.3527749258468702,3,1.3527749258468702,1.22474487139159,2,1,37,1,1.0,3,3.11,15,5.0,3.0,2.0,0.0,3.0,,68.55,0.0,1
4,,3,,1.22474487139159,1,2,39,1,2.0,3,3.1,9,6.0,3.0,2.0,1.0,3.0,0.0,80.42,0.0,1
4,1.22474487139159,3,1.22474487139159,1.22474487139159,2,2,36,1,1.0,3,2.64,12,6.0,3.0,2.0,0.0,1.0,0.0,82.5,0.0,1
4,1.3527749258468702,3,1.3527749258468702,1.22474487139159,1,1,33,1,3.0,3,2.95,11,4.0,2.0,3.0,0.0,3.0,0.0,46.73,0.0,1
4,1.3527749258468702,3,1.3527749258468702,0.707106781186548,2,2,36,1,1.0,3,3.15,12,6.0,3.0,2.0,0.0,5.0,0.0,60.66,0.0,1
4,1.3527749258468702,3,1.3527749258468702,0.707106781186548,2,1,36,0,0.0,3,3.03,14,4.0,3.0,2.0,0.0,2.0,,61.74,0.0,1
4,1.15325625946708,3,1.15325625946708,1.22474487139159,2,2,31,1,1.0,3,2.97,10,4.0,2.0,2.0,0.0,0.0,0.0,77.91,0.0,1
4,1.3527749258468702,3,1.3527749258468702,1.22474487139159,1,2,41,1,2.0,3,2.68,12,6.0,4.0,4.0,0.0,6.0,,51.66,0.0,1
4,1.3228756555323,3,1.3228756555323,0.0,1,1,32,1,0.0,3,3.25,11,6.0,2.0,4.0,0.0,0.0,0.0,82.94,1.0,1
4,1.15325625946708,3,1.15325625946708,1.3228756555323,2,1,35,0,0.0,3,3.64,14,6.0,2.0,2.0,0.0,5.0,0.0,46.46,0.0,1
4,1.5,3,1.5,1.47309198626562,1,2,36,1,2.0,3,3.12,14,7.0,2.0,4.0,0.0,5.0,0.0,66.27,1.0,1
4,1.29228479833201,3,1.29228479833201,1.1180339887498998,2,2,35,1,1.0,3,3.17,11,5.0,3.0,4.0,,7.0,,78.93,1.0,1
4,1.0816653826392,3,1.0816653826392,0.707106781186548,1,1,37,1,1.0,3,3.08,14,6.0,3.0,3.0,0.0,0.0,0.0,58.42,0.0,1
4,1.3228756555323,3,1.3228756555323,0.707106781186548,3,1,32,1,0.0,3,2.82,11,6.0,3.0,5.0,0.0,1.0,0.0,80.12,0.0,1
4,1.3228756555323,3,1.3228756555323,0.707106781186548,1,1,32,1,0.0,3,3.46,11,5.0,2.0,4.0,0.0,4.0,,53.44,0.0,1
4,1.1180339887498998,3,1.1180339887498998,0.41231056256176596,2,2,35,1,1.0,3,2.71,14,6.0,4.0,3.0,0.0,5.0,0.0,72.73,0.0,1
4,1.29228479833201,3,1.29228479833201,1.22474487139159,2,2,32,1,0.0,3,3.06,9,3.0,2.0,2.0,0.0,3.0,0.0,52.31,0.0,1
4,1.0816653826392,3,1.0816653826392,0.707106781186548,2,2,30,1,0.0,3,3.2,8,3.0,2.0,2.0,0.0,7.0,2.0,65.72,0.0,1
4,1.58113883008419,3,1.58113883008419,1.15325625946708,1,2,35,1,1.0,3,3.53,14,6.0,3.0,4.0,0.0,8.0,0.0,109.48,,1
4,1.1916375287813001,3,1.1916375287813001,1.22474487139159,1,2,38,0,0.0,3,,13,6.0,4.0,3.0,0.0,1.0,0.0,88.81,1.0,1
4,1.29228479833201,3,1.29228479833201,1.22474487139159,2,2,33,0,0.0,3,3.38,10,3.0,3.0,2.0,,7.0,0.0,102.68,2.0,1
4,1.29228479833201,3,1.29228479833201,0.707106781186548,1,1,36,1,1.0,3,,13,6.0,3.0,4.0,0.0,2.0,0.0,30.1,0.0,1
4,1.29228479833201,3,1.29228479833201,0.707106781186548,2,1,35,1,2.0,3,,17,4.0,3.0,2.0,0.0,5.0,0.0,56.96,0.0,1
4,1.3856406460551,3,1.3856406460551,0.707106781186548,2,2,33,1,1.0,3,2.86,11,4.0,3.0,4.0,0.0,2.0,2.0,72.52,0.0,1
4,1.3856406460551,3,1.3856406460551,0.707106781186548,1,2,32,1,1.0,3,3.01,9,4.0,3.0,4.0,0.0,3.0,,62.92,0.0,1
4,1.3856406460551,3,1.3856406460551,1.22474487139159,2,2,33,1,1.0,3,3.24,11,4.0,5.0,4.0,0.0,,1.0,55.59,0.0,1
4,1.3856406460551,3,1.3856406460551,1.1916375287813001,1,2,33,1,1.0,3,,6,3.0,2.0,3.0,0.0,4.0,1.0,66.76,0.0,1
4,1.3856406460551,3,1.3856406460551,1.1180339887498998,2,2,33,0,0.0,3,3.22,11,4.0,3.0,2.0,0.0,3.0,1.0,107.59,,1
4,1.3856406460551,3,1.3856406460551,1.2569805089976498,3,1,32,1,1.0,3,3.44,11,6.0,3.0,3.0,0.0,1.0,0.0,86.06,1.0,1
4,1.3856406460551,3,1.3856406460551,1.2569805089976498,1,1,30,0,0.0,3,3.59,9,4.0,2.0,3.0,,2.0,1.0,75.55,0.0,1
4,,4,,0.648074069840786,1,1,53,1,2.0,3,,30,,,6.0,0.0,8.0,2.0,90.89,1.0,1
4,1.6062378404209,3,1.6062378404209,1.22474487139159,1,1,33,1,1.0,3,3.74,12,5.0,3.0,3.0,2.0,2.0,1.0,100.77,,1
4,,3,,1.15325625946708,1,2,40,1,2.0,3,,17,6.0,6.0,6.0,0.0,,2.0,61.62,0.0,1
4,1.15325625946708,3,1.15325625946708,0.707106781186548,2,1,32,1,1.0,3,,11,5.0,3.0,2.0,0.0,3.0,,98.87,,1
4,1.3856406460551,3,1.3856406460551,0.0,2,1,32,1,0.0,3,,11,6.0,3.0,4.0,,6.0,,77.22,0.0,1
4,1.3856406460551,3,1.3856406460551,1.0,1,2,34,1,2.0,3,,11,5.0,5.0,3.0,1.0,4.0,0.0,63.55,0.0,1
